id	village	rus_village	village_altnames	lat	lon	coord_source	settlement_type	lang	aff	family	republic	region	elevation	kutans	source	page	dialect_toplevel	dialect_toplevel_cyr	dialect_nt1	dialect_nt1_cyr	dialect_nt2	dialect_nt2_cyr	dialect_nt3	dialect_nt3_cyr	village_dialect	gltl_village_dialect	gltc_village_dialect	gltl_dialect	gltc_dialect	gltc_lang	lang_col	aff_col	dialect_comment	villagelang_comment	manual	version
1303	Burdeki	Бурдеки	NA	42.3047	47.6703	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	747.930297851562	FALSE	gasanova1971; Y.B. Koryakov, p.c.	38-40	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Burdeki	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1304	Bakhmakhi	Бахмахи	NA	42.30638	47.59269	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1170.33337402344	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Bakhmakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1305	Burkhimakhi	Бурхимахи	NA	42.3065	47.58607	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1176.21948242188	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Burkhimakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1306	Urkhuchimakhi	Урхучимахи	NA	42.310271	47.260222	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1249.84936523438	FALSE	gasanova1971; Y.B. Koryakov, p.c.	38-40	Northern Dargwa	Севернодаргинский	Akusha	Акушинский	NA	NA	NA	NA	Urkhuchimakhi	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1307	Verkhnie Mulebki	Верхние Мулебки	NA	42.31043	47.51924	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1530.20556640625	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Upper Mulebki	Верхнемулебкинский	NA	NA	NA	NA	Verkhnie Mulebki	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1308	Kichi-Gamri	Кичи-Гамри	NA	42.3125	47.7106	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	593.824096679688	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Kichigamri	Кичигамринский	NA	NA	NA	NA	Kichi-Gamri	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1309	Kulibukhna	Кулибухна	NA	42.315839	47.18495	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1276.86303710938	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Kulibukhna	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1310	Mamaaul	Мамааул	NA	42.31709	47.75237	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	510.834533691406	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Urakhi	Урахинский	NA	NA	NA	NA	Mamaaul	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1311	Tsurmakhi	Цурмахи	NA	42.31845	47.57516	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1161.99145507813	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Tsurmakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1312	Arachanamakhi	Арачанамахи	NA	42.31923	47.58202	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1124.91882324219	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Arachanamakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1313	Kavkamakhi	Кавкамахи	NA	42.322184	47.30588	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1676.33056640625	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Kavkamakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1314	Verkhnie Kamkamakhi	Верхние Камкамахи	NA	42.32265	47.23945	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1334.09692382813	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Verkhnie Kamkamakhi	NA	NA	Cudaxar	cuda1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1315	Nizhnie Mulebki	Нижние Мулебки	NA	42.3281	47.5689	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1258.66857910156	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Lower Mulebki	Нижнемулебкинский	NA	NA	NA	NA	Nizhnie Mulebki	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1316	Khantskarkamakhi	Ханцкаркамахи	NA	42.330333	47.550694	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1186.36901855469	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Khantskarkamakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1317	Nizhnie Makhargimakhi	Нижние Махаргимахи	NA	42.33047	47.63788	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	952.410339355469	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Nizhnie Makhargimakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1318	Ameterkmakhi	Аметеркмахи	NA	42.33081	47.213539	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1137.05822753906	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Ameterkmakhi	NA	NA	Cudaxar	cuda1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1319	Alikhanmakhi	Алиханмахи	NA	42.33194	47.26602	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1555.15637207031	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Alikhanmakhi	NA	NA	Cudaxar	cuda1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1320	Khadzhalte	Хаджалте	NA	42.33374	47.15589	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1097.83544921875	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Khadzhalte	NA	NA	Cudaxar	cuda1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1321	Urakhi	Урахи	NA	42.3347	47.5953	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1046.33483886719	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Urakhi	Урахинский	NA	NA	NA	NA	Urakhi	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1322	Miglakasimakhi	Миглакасимахи	NA	42.33599	47.56121	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1142.96911621094	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Miglakasimakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1323	Sangimakhi	Сангимахи	NA	42.33788	47.43307	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1653.22985839844	FALSE	korjakov2006; Y.B. Koryakov, p.c.	33-36	Northern Dargwa	Севернодаргинский	Murego-Gubden	Мюрего-губденский	NA	NA	NA	NA	Sangimakhi	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1324	Mekesh	Мекеш	NA	42.337924	47.510751	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1652.37756347656	FALSE	Y.B. Koryakov, p.c.	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mekesh	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1325	Kul'kibekmakhi	Кулькибекмахи	NA	42.339694	47.56167	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1207.26184082031	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Kul'kibekmakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1326	Verkhnie Kabkomakhi	Верхние Кабкомахи	NA	42.34176	47.43688	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1665.66662597656	FALSE	Y.B. Koryakov, p.c.	NA	NA	NA	NA	NA	NA	NA	NA	NA	Verkhnie Kabkomakhi	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1327	Kurkabi	Куркаби	NA	42.34194	47.20056	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1123.32092285156	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Kurkabi	NA	NA	Cudaxar	cuda1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1328	Tsudakhar	Цудахар	NA	42.3425	47.1606	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1047.66137695312	FALSE	gasanova1971; Y.B. Koryakov, p.c.	38-40	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Tsudakhar	NA	NA	Cudaxar	cuda1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1329	Tebekmakhi	Тебекмахи	NA	42.3431	47.2072	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1322.20568847656	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Tebekmakhi	NA	NA	Cudaxar	cuda1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1330	Tsukhta	Цухта	NA	42.34352	47.32396	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1452.47998046875	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Tsukhta	NA	NA	Cudaxar	cuda1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1331	Verkhnie Makhargimakhi	Верхние Махаргимахи	NA	42.34665	47.62254	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1118.05053710938	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Verkhnie Makhargimakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1332	Guladtymakhi	Гуладтымахи	NA	42.34823	47.23927	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1542.89306640625	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Guladtymakhi	NA	NA	Cudaxar	cuda1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1333	Urtsamakhi	Урцамахи	NA	42.34854	47.276792	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1373.57873535156	FALSE	Y.B. Koryakov, p.c.	NA	NA	NA	NA	NA	NA	NA	NA	NA	Urtsamakhi	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1334	Gerga	Герга	NA	42.3497	47.9628	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	33.2208709716797	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Gerga	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1335	Inkuchimakhi	Инкучимахи	NA	42.35029	47.17345	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1106.42065429688	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Inkuchimakhi	NA	NA	Cudaxar	cuda1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1336	Nizhnie Labkomakhi	Нижние Лабкомахи	NA	42.35084	47.41873	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1567.48010253906	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Nizhnie Labkomakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1337	Dingo	Динго	NA	42.35347	47.18138	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1049.79821777344	FALSE	Y.B. Koryakov, p.c.	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dingo	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1338	Karlabko	Карлабко	NA	42.3542	47.3967	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1491.33837890625	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Karlabko	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1339	Tarlimakhi	Тарлимахи	NA	42.35587	47.17157	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1035.541015625	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Tarlimakhi	NA	NA	Cudaxar	cuda1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1340	Karekadani	Карекадани	NA	42.35747	47.13098	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1387.2099609375	FALSE	gasanova1971; Y.B. Koryakov, p.c.	38-40	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Karekadani	NA	NA	Cudaxar	cuda1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1341	Khabkaymakhi	Хабкаймахи	NA	42.35782	47.59091	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1118.265625	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Khabkaymakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1342	Suleybakent	Сулейбакент	NA	42.35785	47.37355	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1445.6845703125	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Suleybakent	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1343	Kumamakhi	Кумамахи	NA	42.35849	47.19214	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1387.82592773438	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Kumamakhi	NA	NA	Cudaxar	cuda1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1344	Tazirkent	Тазиркент	NA	42.35863	47.3576	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1433.25463867188	FALSE	Y.B. Koryakov, p.c.	NA	NA	NA	NA	NA	NA	NA	NA	NA	Tazirkent	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1345	Kuknamakhi	Кукнамахи	NA	42.359775	47.286853	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1295.29467773438	FALSE	Y.B. Koryakov, p.c.	NA	NA	NA	NA	NA	NA	NA	NA	NA	Kuknamakhi	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1346	Chabazimakhi	Чабазимахи	NA	42.360297	47.570316	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1236.20642089844	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Chabazimakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1347	Gurgumakhi	Гургумахи	NA	42.36056	47.19222	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1429.4306640625	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Gurgumakhi	NA	NA	Cudaxar	cuda1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1348	Musul'temakhi	Мусультемахи	NA	42.362154	47.188584	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1368.55627441406	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Musul'temakhi	NA	NA	Cudaxar	cuda1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1349	Susakent	Сусакент	NA	42.36361	47.35248	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1403.68298339844	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Susakent	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1350	Aymaumakhi	Аймаумахи	NA	42.363756	47.575203	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1175.51672363281	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Aymaumakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1351	Kusamakhi	Кусамахи	NA	42.36441	47.270869	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1248.07495117188	FALSE	Y.B. Koryakov, p.c.	NA	NA	NA	NA	NA	NA	NA	NA	NA	Kusamakhi	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1352	Shalasi	Шаласи	NA	42.36514	47.91961	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	106.130760192871	FALSE	Y.B. Koryakov, p.c.	NA	Southern Dargwa	Южнодаргинский	Tanty-sirhwa	Танты-сирхинский	NA	NA	NA	NA	Shalasi	NA	NA	Sirhwa-Tanty	sirh1234	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1353	Verkhnie Ubekimakhi	Верхние Убекимахи	NA	42.36823	47.24298	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1230.01159667969	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Verkhnie Ubekimakhi	NA	NA	Cudaxar	cuda1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1354	Ebdalaya	Эбдалая	NA	42.3683	47.3433	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1392.82189941406	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Akusha	Акушинский	NA	NA	NA	NA	Ebdalaya	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1355	Allate	Аллате	NA	42.369057	47.184036	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1388.552734375	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Allate	NA	NA	Cudaxar	cuda1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1356	Aynikab	Айникаб	NA	42.369307	47.216093	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1565.57507324219	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Aynikab	NA	NA	Cudaxar	cuda1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1357	Burtanimakhi	Буртанимахи	NA	42.37097	47.14988	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1071.83776855469	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Burtanimakhi	NA	NA	Cudaxar	cuda1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1358	Chagni	Чагни	NA	42.37289	47.21879	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1498.02722167969	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Chagni	NA	NA	Cudaxar	cuda1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1359	Ulluaya	Уллуая	NA	42.3747	47.3756	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1425.07263183594	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Akusha	Акушинский	NA	NA	NA	NA	Ulluaya	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1360	Aysalakak	Айсалакак	NA	42.374896	47.474825	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1476.25439453125	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Aysalakak	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1361	Ayalizimakhi	Аялизимахи	NA	42.37684	47.60746	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1055.11938476563	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Ayalizimakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1362	Khasakent	Хасакент	NA	42.37754	47.34265	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1371.29174804688	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Khasakent	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1363	Kardmakhi	Кардмахи	NA	42.37842	47.46472	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1462.27380371094	FALSE	Y.B. Koryakov, p.c.	NA	NA	NA	NA	NA	NA	NA	NA	NA	Kardmakhi	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1364	Kardamakhi	Кардамахи	NA	42.37861	47.46639	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1471.27307128906	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Kardamakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1365	Naskent	Наскент	NA	42.38093	47.33624	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1352.22595214844	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Akusha	Акушинский	NA	NA	NA	NA	Naskent	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1366	Ditunshimakhi	Дитуншимахи	NA	42.381665	47.289692	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1410.48376464844	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Ditunshimakhi	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1367	Zhamsory	Жамсоры	NA	42.382089	47.462508	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1442.42224121094	FALSE	Y.B. Koryakov, p.c.	NA	NA	NA	NA	NA	NA	NA	NA	NA	Zhamsory	NA	NA	NA	NA	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1368	Tagirkent	Тагиркент	NA	42.3827	47.33326	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1340.82629394531	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Tagirkent	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1369	Tarlankak	Тарланкак	NA	42.385886	47.475817	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1432.517578125	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Tarlankak	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1370	Shinkalabukhna	Шинкалабухна	NA	42.386144	47.471707	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1407.72900390625	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	NA	NA	NA	NA	NA	NA	Shinkalabukhna	NA	NA	North Dargwa	nort3280	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
1371	Nizhnie Arshi	Нижние Арши	NA	42.389598	47.141386	Legacy data	NA	Dargwa	Dargwa	East Caucasian	Daghestan	NA	1164.00036621094	FALSE	Y.B. Koryakov, p.c.	NA	Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский	NA	NA	NA	NA	Nizhnie Arshi	NA	NA	Cudaxar	cuda1238	darg1241	#ff9900	#ff9900	NA	NA	no	2022-06-02
